"x"
"1"	5880
"2"	3892
"3"	4488
"4"	5040
"5"	4709
"6"	5196
"7"	5388
"8"	5303
"9"	5298
"10"	5329
"11"	5361
"12"	5282
"13"	5111
"14"	5082
"15"	5404
"16"	4853
"17"	5531
"18"	5447
"19"	5330
"20"	5456
"21"	4920
"22"	5232
"23"	5213
"24"	5042
"25"	5468
"26"	5235
"27"	5503
"28"	5208
"29"	5424
"30"	5382
"31"	5561
"32"	5496
"33"	5176
"34"	5696
"35"	5711
"36"	5646
"37"	5572
"38"	5536
"39"	5570
"40"	5527
"41"	5395
"42"	5508
"43"	5702
"44"	5689
"45"	5550
"46"	5615
"47"	5648
"48"	5417
"49"	5543
"50"	5686
"51"	5708
"52"	5707
"53"	5656
"54"	5564
"55"	5613
"56"	5653
"57"	5616
"58"	5701
"59"	5559
"60"	5624
"61"	5505
"62"	5721
"63"	5704
"64"	5612
"65"	5644
"66"	5676
"67"	5438
"68"	5686
"69"	5552
"70"	5515
"71"	5611
"72"	5664
"73"	5653
"74"	5731
"75"	5684
"76"	5677
"77"	5550
"78"	5571
"79"	5743
"80"	5610
"81"	5426
"82"	5701
"83"	5624
"84"	5637
"85"	5725
"86"	5687
"87"	5520
"88"	5647
"89"	5572
"90"	5701
"91"	5600
"92"	5532
"93"	5794
"94"	5691
"95"	5741
"96"	5572
"97"	5704
"98"	5723
"99"	5680
"100"	5709
"101"	5459
"102"	5733
"103"	5550
"104"	5708
"105"	5700
"106"	5627
"107"	5713
"108"	5511
"109"	5738
"110"	5704
"111"	5669
"112"	5728
"113"	5728
"114"	5725
"115"	5550
"116"	5725
"117"	5685
"118"	5652
"119"	5678
"120"	5727
"121"	5761
"122"	5743
"123"	5719
"124"	5714
"125"	5717
"126"	5638
"127"	5627
"128"	5711
"129"	5716
"130"	5623
"131"	5550
"132"	5622
"133"	5742
"134"	5691
"135"	5675
"136"	5652
"137"	5721
"138"	5734
"139"	5666
"140"	5753
"141"	5691
"142"	5644
"143"	5734
"144"	5733
"145"	5636
"146"	5667
"147"	5663
"148"	5695
"149"	5742
"150"	5726
"151"	5592
"152"	5677
"153"	5690
"154"	5676
"155"	5706
"156"	5758
"157"	5671
"158"	5691
"159"	5542
"160"	5693
"161"	5718
"162"	5706
"163"	5729
"164"	5769
"165"	5760
"166"	5670
"167"	5715
"168"	5690
"169"	5718
"170"	5738
"171"	5766
"172"	5709
"173"	5641
"174"	5724
"175"	5685
"176"	5700
"177"	5656
"178"	5718
"179"	5672
"180"	5727
"181"	5687
"182"	5667
"183"	5668
"184"	5622
"185"	5736
"186"	5717
"187"	5718
"188"	5735
"189"	5660
"190"	5705
"191"	5621
"192"	5746
"193"	5575
"194"	5734
"195"	5682
"196"	5665
"197"	5746
"198"	5704
"199"	5706
"200"	5649
"201"	5521
"202"	5639
"203"	5711
"204"	5647
"205"	5702
"206"	5688
"207"	5644
"208"	5636
"209"	5767
"210"	5719
"211"	5725
"212"	5734
"213"	5731
"214"	5735
"215"	5721
"216"	5770
"217"	5656
"218"	5573
"219"	5725
"220"	5728
"221"	5634
"222"	5683
"223"	5686
"224"	5648
"225"	5736
"226"	5648
"227"	5735
"228"	5709
"229"	5655
"230"	5719
"231"	5692
"232"	5723
"233"	5642
"234"	5660
"235"	5672
"236"	5730
"237"	5721
"238"	5675
"239"	5665
"240"	5637
"241"	5713
"242"	5686
"243"	5664
"244"	5643
"245"	5721
"246"	5714
"247"	5724
"248"	5723
"249"	5715
"250"	5732
"251"	5650
"252"	5735
"253"	5707
"254"	5757
"255"	5659
"256"	5692
"257"	5723
"258"	5724
"259"	5680
"260"	5729
"261"	5681
"262"	5687
"263"	5702
"264"	5667
"265"	5654
"266"	5640
"267"	5696
"268"	5699
"269"	5726
"270"	5690
"271"	5726
"272"	5717
"273"	5640
"274"	5697
"275"	5709
"276"	5656
"277"	5722
"278"	5707
"279"	5685
"280"	5736
"281"	5733
"282"	5654
"283"	5574
"284"	5690
"285"	5725
"286"	5757
"287"	5714
"288"	5681
"289"	5690
"290"	5671
"291"	5693
"292"	5673
"293"	5706
"294"	5688
"295"	5653
"296"	5667
"297"	5662
"298"	5716
"299"	5678
"300"	5722
"301"	5742
"302"	5761
"303"	5679
"304"	5690
"305"	5685
"306"	5690
"307"	5714
"308"	5688
"309"	5656
"310"	5672
"311"	5668
"312"	5731
"313"	5681
"314"	5692
"315"	5680
"316"	5697
"317"	5686
"318"	5691
"319"	5675
"320"	5685
"321"	5653
"322"	5743
"323"	5690
"324"	5712
"325"	5711
"326"	5733
"327"	5716
"328"	5668
"329"	5709
"330"	5691
"331"	5687
"332"	5750
"333"	5722
