"x"
"334"	5714
"335"	5697
"336"	5661
"337"	5718
"338"	5645
"339"	5669
"340"	5708
"341"	5648
"342"	5685
"343"	5671
"344"	5696
"345"	5698
"346"	5667
"347"	5680
"348"	5738
"349"	5670
"350"	5679
"351"	5612
"352"	5730
"353"	5683
"354"	5708
"355"	5694
"356"	5716
"357"	5681
"358"	5643
"359"	5738
"360"	5728
"361"	5689
"362"	5640
"363"	5706
"364"	5731
"365"	5678
"366"	5714
"367"	5692
"368"	5677
"369"	5726
"370"	5712
"371"	5736
"372"	5697
"373"	5679
"374"	5710
"375"	5686
"376"	5660
"377"	5636
"378"	5702
"379"	5712
"380"	5675
"381"	5663
"382"	5641
"383"	5731
"384"	5678
"385"	5695
"386"	5669
"387"	5666
"388"	5682
"389"	5689
"390"	5678
"391"	5698
"392"	5667
"393"	5711
"394"	5731
"395"	5721
"396"	5708
"397"	5690
"398"	5683
"399"	5692
"400"	5690
"401"	5672
"402"	5681
"403"	5670
"404"	5691
"405"	5656
"406"	5666
"407"	5653
"408"	5672
"409"	5631
"410"	5659
"411"	5705
"412"	5671
"413"	5690
"414"	5752
"415"	5731
"416"	5687
"417"	5703
"418"	5693
"419"	5697
"420"	5687
"421"	5682
"422"	5676
"423"	5657
"424"	5693
"425"	5658
"426"	5686
"427"	5694
"428"	5707
"429"	5664
"430"	5692
"431"	5650
"432"	5553
"433"	5669
"434"	5657
"435"	5671
"436"	5695
"437"	5702
"438"	5696
"439"	5699
"440"	5700
"441"	5630
"442"	5721
"443"	5671
"444"	5679
"445"	5680
"446"	5692
"447"	5701
"448"	5681
"449"	5697
"450"	5657
"451"	5646
"452"	5628
"453"	5678
"454"	5699
"455"	5685
"456"	5706
"457"	5591
"458"	5677
"459"	5699
"460"	5666
"461"	5687
"462"	5679
"463"	5686
"464"	5660
"465"	5651
"466"	5680
"467"	5642
"468"	5608
"469"	5692
"470"	5701
"471"	5651
"472"	5688
"473"	5686
"474"	5637
"475"	5709
"476"	5649
"477"	5696
"478"	5693
"479"	5684
"480"	5684
"481"	5674
"482"	5699
"483"	5624
"484"	5658
"485"	5650
"486"	5692
"487"	5661
"488"	5715
"489"	5683
"490"	5694
"491"	5698
"492"	5670
"493"	5648
"494"	5602
"495"	5688
"496"	5689
"497"	5707
"498"	5681
"499"	5709
"500"	5675
"501"	5622
