"x"
"1"	5880
"2"	4027
"3"	4707
"4"	4748
"5"	4537
"6"	5053
"7"	4905
"8"	4842
"9"	5064
"10"	4602
"11"	4822
"12"	5100
"13"	4782
"14"	5046
"15"	5394
"16"	4885
"17"	5142
"18"	5123
"19"	4769
"20"	5121
"21"	4821
"22"	4903
"23"	4959
"24"	5271
"25"	4961
"26"	4993
"27"	5220
"28"	5157
"29"	5079
"30"	5113
"31"	5235
"32"	5316
"33"	5050
"34"	5197
"35"	5213
"36"	4963
"37"	5042
"38"	5036
"39"	5086
"40"	5258
"41"	5384
"42"	5288
"43"	5265
"44"	5257
"45"	5301
"46"	5232
"47"	5189
"48"	5214
"49"	5005
"50"	5205
"51"	5270
"52"	5217
"53"	5339
"54"	5212
"55"	5327
"56"	5504
"57"	5311
"58"	5194
"59"	5233
"60"	5247
"61"	5417
"62"	5433
"63"	5165
"64"	5339
"65"	5450
"66"	5388
"67"	5308
"68"	5227
"69"	5296
"70"	5167
"71"	5143
"72"	5271
"73"	5298
"74"	5330
"75"	5364
"76"	5269
"77"	5390
"78"	5360
"79"	5243
"80"	5231
"81"	5281
"82"	5271
"83"	5344
"84"	5429
"85"	5443
"86"	5511
"87"	5341
"88"	5348
"89"	5254
"90"	5388
"91"	5373
"92"	5308
"93"	5402
"94"	5502
"95"	5430
"96"	5366
"97"	5430
"98"	5444
"99"	5517
"100"	5534
"101"	5406
"102"	5491
"103"	5492
"104"	5447
"105"	5411
"106"	5570
"107"	5465
"108"	5258
"109"	5397
"110"	5489
"111"	5562
"112"	5568
"113"	5544
"114"	5483
"115"	5495
"116"	5338
"117"	5431
"118"	5368
"119"	5395
"120"	5367
"121"	5440
"122"	5432
"123"	5448
"124"	5500
"125"	5502
"126"	5474
"127"	5410
"128"	5618
"129"	5472
"130"	5477
"131"	5528
"132"	5503
"133"	5520
"134"	5516
"135"	5513
"136"	5442
"137"	5453
"138"	5466
"139"	5634
"140"	5547
"141"	5518
"142"	5565
"143"	5513
"144"	5515
"145"	5518
"146"	5422
"147"	5483
"148"	5438
"149"	5516
"150"	5572
"151"	5463
"152"	5430
"153"	5497
"154"	5477
"155"	5564
"156"	5610
"157"	5544
"158"	5593
"159"	5523
"160"	5625
"161"	5646
"162"	5611
"163"	5490
"164"	5527
"165"	5497
"166"	5402
"167"	5544
"168"	5665
"169"	5618
"170"	5650
"171"	5605
"172"	5565
"173"	5440
"174"	5511
"175"	5500
"176"	5469
"177"	5561
"178"	5549
"179"	5458
"180"	5530
"181"	5418
"182"	5535
"183"	5532
"184"	5527
"185"	5568
"186"	5494
"187"	5594
"188"	5625
"189"	5650
"190"	5618
"191"	5402
"192"	5543
"193"	5451
"194"	5639
"195"	5527
"196"	5535
"197"	5584
"198"	5594
"199"	5568
"200"	5488
"201"	5560
"202"	5443
"203"	5555
"204"	5478
"205"	5429
"206"	5551
"207"	5623
"208"	5579
"209"	5525
"210"	5610
"211"	5579
"212"	5636
"213"	5578
"214"	5618
"215"	5623
"216"	5636
"217"	5560
"218"	5589
"219"	5529
"220"	5633
"221"	5520
"222"	5631
"223"	5519
"224"	5594
"225"	5584
"226"	5635
"227"	5614
"228"	5578
"229"	5589
"230"	5554
"231"	5633
"232"	5585
"233"	5606
"234"	5569
"235"	5610
"236"	5624
"237"	5681
"238"	5635
"239"	5624
"240"	5519
"241"	5587
"242"	5682
"243"	5645
"244"	5632
"245"	5560
"246"	5583
"247"	5643
"248"	5624
"249"	5641
"250"	5643
"251"	5632
