"x"
"1"	4656
"2"	5175
"3"	5405
"4"	5492
"5"	5518
"6"	5557
"7"	5427
"8"	5463
"9"	5522
"10"	5604
"11"	5702
"12"	5579
"13"	5599
"14"	5485
"15"	5601
"16"	5599
"17"	5656
"18"	5630
"19"	5653
"20"	5707
"21"	5504
"22"	5682
"23"	5654
"24"	5574
"25"	5670
"26"	5587
"27"	5596
"28"	5574
"29"	5610
"30"	5575
"31"	5584
"32"	5679
"33"	5588
"34"	5598
"35"	5604
"36"	5680
"37"	5726
"38"	5655
"39"	5607
"40"	5652
"41"	5600
"42"	5522
"43"	5592
"44"	5608
"45"	5705
"46"	5701
"47"	5708
"48"	5696
"49"	5605
"50"	5464
"51"	5528
"52"	5732
"53"	5680
"54"	5656
"55"	5573
"56"	5590
"57"	5630
"58"	5665
"59"	5589
"60"	5700
"61"	5702
"62"	5698
"63"	5605
"64"	5613
"65"	5687
"66"	5734
"67"	5669
"68"	5660
"69"	5626
"70"	5567
"71"	5624
"72"	5677
"73"	5706
"74"	5630
"75"	5680
"76"	5689
"77"	5681
"78"	5707
"79"	5696
"80"	5643
"81"	5697
"82"	5719
"83"	5674
"84"	5733
"85"	5718
"86"	5715
"87"	5648
"88"	5630
"89"	5706
"90"	5692
"91"	5700
"92"	5740
"93"	5714
"94"	5742
"95"	5699
"96"	5709
"97"	5671
"98"	5721
"99"	5689
"100"	5719
"101"	5680
"102"	5682
"103"	5740
"104"	5699
"105"	5681
"106"	5678
"107"	5672
"108"	5701
"109"	5656
"110"	5746
"111"	5738
"112"	5654
"113"	5722
"114"	5703
"115"	5717
"116"	5740
"117"	5691
"118"	5740
"119"	5694
"120"	5747
"121"	5738
"122"	5697
"123"	5733
"124"	5738
"125"	5691
"126"	5731
"127"	5705
"128"	5681
"129"	5724
"130"	5688
"131"	5698
"132"	5709
"133"	5692
"134"	5668
"135"	5714
"136"	5715
"137"	5727
"138"	5686
"139"	5654
"140"	5720
"141"	5732
"142"	5699
"143"	5713
"144"	5714
"145"	5696
"146"	5728
"147"	5729
"148"	5686
"149"	5723
"150"	5648
"151"	5721
"152"	5702
"153"	5706
"154"	5728
"155"	5733
"156"	5718
"157"	5722
"158"	5734
"159"	5704
"160"	5694
"161"	5727
"162"	5746
"163"	5733
"164"	5735
"165"	5709
"166"	5732
"167"	5752
"168"	5710
"169"	5743
"170"	5663
"171"	5725
"172"	5743
"173"	5753
"174"	5726
"175"	5720
"176"	5741
"177"	5749
"178"	5690
"179"	5712
"180"	5750
"181"	5742
"182"	5713
"183"	5743
"184"	5686
"185"	5734
"186"	5740
"187"	5741
"188"	5728
"189"	5711
"190"	5719
"191"	5694
"192"	5732
"193"	5702
"194"	5749
"195"	5713
"196"	5710
"197"	5732
"198"	5717
"199"	5740
"200"	5753
"201"	5735
"202"	5709
"203"	5773
"204"	5762
"205"	5748
"206"	5763
"207"	5757
"208"	5747
"209"	5753
"210"	5742
"211"	5655
"212"	5744
"213"	5738
"214"	5724
"215"	5729
"216"	5739
"217"	5739
"218"	5687
"219"	5726
"220"	5760
"221"	5671
"222"	5739
"223"	5752
"224"	5726
"225"	5733
"226"	5729
"227"	5711
"228"	5673
"229"	5753
"230"	5744
"231"	5687
"232"	5736
"233"	5729
"234"	5705
"235"	5722
"236"	5765
"237"	5747
"238"	5761
"239"	5763
"240"	5737
"241"	5727
"242"	5766
"243"	5752
"244"	5715
"245"	5716
"246"	5756
"247"	5727
"248"	5761
"249"	5768
"250"	5730
"251"	5754
